ID,Область,Громада,Населений пункт,Вулиця,"SUM of Сума компенсації, грн",COUNTA of Тип заяви
f2b4ff04755b452892062986fd4ba033,Донецька обл.,Торецька,м. Торецьк,вул. Седнєва Євгена,"12836287,90",25
2708af2e2dd408d8bef3ad8445318a39,Донецька обл.,Торецька,м. Торецьк,вул. Симоненка Василя,"3920075,00",20
d8f48db31098bacab6fdaba711af2c53,Донецька обл.,Торецька,м. Торецьк,вул. Сікорського Ігоря,"0,00",1
5bf0c8856bb93b8cb758a17c46589d88,Донецька обл.,Торецька,м. Торецьк,вул. Сімферопольська,"0,00",1
614761f33202062f01be269452617125,Донецька обл.,Торецька,м. Торецьк,вул. Січових Стрільців,"8073703,90",13
5065e454d656393d212ce650ba9b2c65,Донецька обл.,Торецька,м. Торецьк,вул. Сковороди Григорія,"5994423,38",27
ba80de005a3bc41cb19ffe35cf204c8e,Донецька обл.,Торецька,м. Торецьк,вул. Слобідська,"0,00",5
3a5e74a7166dd9a3c0e0f0632e00686e,Донецька обл.,Торецька,м. Торецьк,вул. Слов’янська,"1871324,30",5
b1de9caffe29e78ecf7bf70a9731f7ff,Донецька обл.,Торецька,м. Торецьк,вул. Соборна,"2781901,50",6
38ea10aeade5d1d256bbdfaf6e3066a4,Донецька обл.,Торецька,м. Торецьк,вул. Соледарська,"1678873,50",1
4411eb3da99175117454ce6e3abace37,Донецька обл.,Торецька,м. Торецьк,вул. Сорочинська,"31467520,10",99
4924d645282497462027505fae0849e8,Донецька обл.,Торецька,м. Торецьк,вул. Сорочука Віктора,"101921467,12",232
40be332c37107f6455d687e637aa2ae2,Донецька обл.,Торецька,м. Торецьк,вул. Софіївська,"2634106,80",5
db1d27af8cad16238dceef91fb3424e8,Донецька обл.,Торецька,м. Торецьк,вул. Спортивна,"4653223,40",8
38bc90e29cdf8924318680bbadcb15db,Донецька обл.,Торецька,м. Торецьк,вул. Степова,"1733768,00",17
7f8e6543ec7f68066a9751ed7ffc0b9b,Донецька обл.,Торецька,м. Торецьк,вул. Студентська,"0,00",6
ca7f0de89d169d48cb0b92beaa45cea7,Донецька обл.,Торецька,м. Торецьк,вул. Стуса Василя,"210527272,05",735
6afe38034058d86940d6e4c0ec8b6b31,Донецька обл.,Торецька,м. Торецьк,вул. Сумська,"0,00",3
1b2a8593ef5edce863251bf0cd01577f,Донецька обл.,Торецька,м. Торецьк,вул. Теліги Олени,"0,00",3
f7580c584b1114eed9d6690c778d856f,Донецька обл.,Торецька,м. Торецьк,вул. Територіальної оборони,"28628579,60",48
a146940d5e4a334ac5ac477aaca91f33,Донецька обл.,Торецька,м. Торецьк,вул. Тернопільська,"2390922,00",8
b92d362b8f591f039c2f78aa0fb8ca54,Донецька обл.,Торецька,м. Торецьк,вул. Тимірязєва,"0,00",1
3254846a35b530b40478626184bf534c,Донецька обл.,Торецька,м. Торецьк,вул. Тихого Олекси,"28526158,99",120
c1998e3fb6a2a028a418cdf8ca5b97a8,Донецька обл.,Торецька,м. Торецьк,вул. Тоболенка,"3143153,60",5
3f7ebe1d9f261e9fe57ff77ac943b373,Донецька обл.,Торецька,м. Торецьк,вул. Торгова,"1386895,50",3
0954e55790dca6965279a099d5305721,Донецька обл.,Торецька,м. Торецьк,вул. Українська,"8836846,80",22
ed9b4ea669665e1934b88182f0cd3371,Донецька обл.,Торецька,м. Торецьк,вул. Українських Добровольців,"1375828,80",18
c5ad59540bfa6b3b6d72345debb43f3f,Донецька обл.,Торецька,м. Торецьк,вул. Фабрична,"0,00",3
3c277be0479ee2f7211b653fd8f220e2,Донецька обл.,Торецька,м. Торецьк,вул. Фестивальна,"3582188,40",10
bd7ef232d278ee0ce3b66fa331c085a4,Донецька обл.,Торецька,м. Торецьк,вул. Франка,"0,00",1
58138da63f5feee57dddffaf5b284d8f,Донецька обл.,Торецька,м. Торецьк,вул. Харківська,"1999426,00",24
861e4768f388201d2c403b47a0b5497f,Донецька обл.,Торецька,м. Торецьк,вул. Херсонська,"0,00",5
1bedab44133c21d75444d82e9c6a8a1a,Донецька обл.,Торецька,м. Торецьк,вул. Хімічна,"0,00",7
dca13ee4cf6f62678403cc63c42512a6,Донецька обл.,Торецька,м. Торецьк,вул. Хмельницького Богдана,"1751868,00",13
9354ca959a85e8c0ea4544431d6c0e54,Донецька обл.,Торецька,м. Торецьк,вул. Холодноярська,"0,00",3
6dce7d95b159c0de35274064b0d68293,Донецька обл.,Торецька,м. Торецьк,вул. Центральна,"73681951,66",190
633ddaadbea5a9db82e41ae9b749fe2a,Донецька обл.,Торецька,м. Торецьк,вул. Чернігівська,"1738350,50",1
fae135183bc55870deaf7a618bf9ef83,Донецька обл.,Торецька,м. Торецьк,вул. Чикаленка Євгена,"5473095,20",41
997f398919e7b271c5796b4e7372454f,Донецька обл.,Торецька,м. Торецьк,вул. Чорновола В'ячеслава,"7480606,00",20
fa1bce582ddd68472c449a7b78c56021,Донецька обл.,Торецька,м. Торецьк,вул. Чубинського Павла,"3020112,00",11
1b403c6f659c512b9a10728bf5187f8d,Донецька обл.,Торецька,м. Торецьк,вул. Шахтарів,"32179238,76",104
990310efe5fc4adab0230bdab70ba554,Донецька обл.,Торецька,м. Торецьк,вул. Шахтна,"0,00",7
56ce337f92d5382719ae6376fca2d504,Донецька обл.,Торецька,м. Торецьк,вул. Шевченка,"2008700,50",1
4c20a9fff8db036501097889d6b782e6,Донецька обл.,Торецька,м. Торецьк,вул. Шкільна,"0,00",5
a19d6fcf97d3156307720a9998ca2ee5,Донецька обл.,Торецька,м. Торецьк,вул. Шухевича Романа,"0,00",9
eb75ab2ffd992cc9bcfb6cabe84c1e02,Донецька обл.,Торецька,м. Торецьк,вул. Щербини Антона,"0,00",4
222f3a88b533aff317eb1093a5928b4c,Донецька обл.,Торецька,м. Торецьк,вул. Щербинівська,"3311467,90",2
444fc4e3b0231903b44ec376e2956428,Донецька обл.,Торецька,м. Торецьк,вул. Юності,"3000885,00",10
0fd2575e89f3eb942cfb17d3fcba815a,Донецька обл.,Торецька,м. Торецьк,вул. Яблунева,"10825393,70",7
c986016443aa44614e2c0a3bb539ceed,Донецька обл.,Торецька,м. Торецьк,вул. Якушина Віктора,"0,00",2
615ecd6edd2cbe5098448aa06c807918,Донецька обл.,Торецька,м. Торецьк,пр. Шахтарів,"15101797,84",35
573090a07d80f0039a4e72cba83761dc,Донецька обл.,Торецька,м. Торецьк,пров. Багряний,"0,00",1
107282b67e7a5f6bb41fa4e68b533549,Донецька обл.,Торецька,м. Торецьк,пров. Бєлякова,"1930299,00",1
96a0081044d3179854864375a1111fcc,Донецька обл.,Торецька,м. Торецьк,пров. Богуна Івана,"0,00",5
e97f62547ce23acc690c327d0ae7850f,Донецька обл.,Торецька,м. Торецьк,пров. Гірський другий,"0,00",2
2532084527b4e441ae07e95a10c5349b,Донецька обл.,Торецька,м. Торецьк,пров. Гірський п'ятий,"0,00",3
d02bd74074014ce016b6a2f1503fe0ae,Донецька обл.,Торецька,м. Торецьк,пров. Гірський перший,"3993069,50",7
e53033d8d80a82204eb2679a04c7343c,Донецька обл.,Торецька,м. Торецьк,пров. Гірський третій,"0,00",3
fbb95cc3c1b010bc36dd3303c8ae67cb,Донецька обл.,Торецька,м. Торецьк,пров. Гірський четвертий,"0,00",5
32114ebfe815cbac3f22dc77f4c967c8,Донецька обл.,Торецька,м. Торецьк,пров. Григоренка Петра,"0,00",8
83360a7d908413eafd99968dbdebb46f,Донецька обл.,Торецька,м. Торецьк,пров. Дорожний,"0,00",4
653e9bf9e7fa481b4e7df87dbae473f1,Донецька обл.,Торецька,м. Торецьк,пров. Дружби,"0,00",3
dd1b7ed16a7de1202d133ccee3d5580b,Донецька обл.,Торецька,м. Торецьк,пров. Євроінтеграції,"5332200,00",3
1e22924813b9a51dbd1f1ef9d1815976,Донецька обл.,Торецька,м. Торецьк,пров. Житомирський,"0,00",1
da1626ec96d1806dea70171c5c0d3609,Донецька обл.,Торецька,м. Торецьк,пров. Залізничний,"0,00",4
ab66dc50b4a29484be87308263146699,Донецька обл.,Торецька,м. Торецьк,пров. Запорізький,"0,00",1
9dd592b8e2d17dcfdce34e937c26dbf7,Донецька обл.,Торецька,м. Торецьк,пров. Захисників Донецького аеропорту,"0,00",1
58c94126bdd3bfeff48fd3ea100eff1f,Донецька обл.,Торецька,м. Торецьк,пров. Іванівський,"0,00",7
b8f53ccb3c5774ce5326ccff0281e2a5,Донецька обл.,Торецька,м. Торецьк,пров. Ізюмський,"1621912,00",7
f77cd0fa9462dcc3ff0ca6ad08adfcc4,Донецька обл.,Торецька,м. Торецьк,пров. Клебан-Бикський,"0,00",3
ae169de9c8fdeb4995056522826a9be2,Донецька обл.,Торецька,м. Торецьк,пров. Коксовий,"0,00",1
0d9c70559ca5d49d8e31388b98f8f266,Донецька обл.,Торецька,м. Торецьк,пров. Кримський,"1862402,40",6
7c8dc18783c025ab87d86c1d524bad25,Донецька обл.,Торецька,м. Торецьк,пров. Мешко Оксани,"0,00",1
f2384e3166a6641eba7abd111df4d367,Донецька обл.,Торецька,м. Торецьк,пров. Миколаївський,"1865415,00",8
07b196b64374dc13886460e6938b32eb,Донецька обл.,Торецька,м. Торецьк,пров. Новий,"0,00",6
3fca85f97b91564d4c333f166d2077e5,Донецька обл.,Торецька,м. Торецьк,пров. Одеський,"0,00",1
979091d4ae9f8b08e2391fcc43bc1117,Донецька обл.,Торецька,м. Торецьк,пров. Петриківський,"2434149,30",2
c7015a9b1164e9df395775fe3ccbc96a,Донецька обл.,Торецька,м. Торецьк,пров. Пирогова,"2360155,50",4
997ffff6bdcb92ff3de93f319aa80f8d,Донецька обл.,Торецька,м. Торецьк,пров. Ризький,"1711315,50",13
1d023cc488ac56e61e36b3510cfce2ad,Донецька обл.,Торецька,м. Торецьк,пров. Сагайдачного Петра,"0,00",3
baabfc424afb2e9f548448cb05e3492a,Донецька обл.,Торецька,м. Торецьк,пров. Семена Палія,"0,00",2
7dadd341f68232e7151418848ec81abc,Донецька обл.,Торецька,м. Торецьк,пров. Таврійський,"3027853,10",10
b60ff788cca28f777a832c382390a3a6,Донецька обл.,Торецька,м. Торецьк,пров. Травневий другий,"0,00",3
d60e209d39ad9acac72339fb578b64b1,Донецька обл.,Торецька,м. Торецьк,пров. Травневий перший,"0,00",2
91d798ccefd8bfa0a35b65575fe59d82,Донецька обл.,Торецька,м. Торецьк,пров. Травневий третій,"1176022,50",7
62aa76ad3cdf661e3062d4cce3cfd0cb,Донецька обл.,Торецька,м. Торецьк,пров. Трускавецький,"1255583,60",3
25cafb25f9fd67e6f213c89c975734b4,Донецька обл.,Торецька,м. Торецьк,пров. Шевченка,"0,00",1
9adf551280f9fcab0387fcab4247918b,Донецька обл.,Торецька,м. Торецьк,пров. Ярослава Мудрого,"3068582,93",4
1ff3fe37835e8aa7bc14e1d4b910786a,Донецька обл.,Торецька,м. Торецьк,просп. Шахтарів,"1221982,00",16
bb89435ea23c284860f7d4e3d1176573,Донецька обл.,Торецька,м. Торецьк,Район ЦГБ імені Леніна,"0,00",3
b11abb1f9f6ed089b1a941dc3fc7b9ce,Донецька обл.,Торецька,Нью-Йорк,Комарова,"0,00",1
bf47d28741af3aa2e7eda1013d4b57a1,Донецька обл.,Торецька,сел. Суха Балка,вул. Миру,"0,00",1
f1579b8672c09d2e55939ace33877fa0,Донецька обл.,Торецька,смт Нью-Йорк,вул. Межева,"0,00",1
8e2337411016ba56cb685b9606963761,Донецька обл.,Торецька,смт Північне,вул. Кочегарка,"0,00",1
6be0b6c1224b14c0dc5ffa1d83a9061a,Донецька обл.,Торецька,смт Північне,вул. Сонячна,"0,00",2
8779479c1e4f70e2c34a0a07eeccb069,Донецька обл.,Торецька,смт Північне,вул. Юності,"0,00",4
1173343adb36cb656a389797ed45cf71,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Воїнів - Інтернаціоналістів,"0,00",2
82486f0e82880468c6c6b4e1d7c28908,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Єсеніна,"0,00",2
8f8cf4a06ecc4aa1402d6a459615da4a,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Козацька,"0,00",1
cf3fe9746d54e28b96fcb8005cebb17b,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Лугова,"0,00",1
e65750d563559d5aae6bc73c200411a7,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Молодіжна,"0,00",1
27e19f6cc77120a16dfac6177b3b3151,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Ракетна,"0,00",1
32337be8eef72bcbadd43fb9c3127640,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Садова,"0,00",1
89b377ce44bbf475a716154586367273,Донецька обл.,Торецька,смт. Нью-Йорк,вул. Слов'янська,"0,00",3
e73c88eb8a0b516d392ba53b6a640dd6,Донецька обл.,Торецька,смт. Нью-Йорк,пров. Гужви,"0,00",1
5d768c94e7aad11dc59adf8dc95b93de,Донецька обл.,Торецька,смт. Південне,вул. Залізнична,"0,00",1
65649f815219e7a11704444de006e7d6,Донецька обл.,Торецька,смт. Південне,вул. Харківська,"0,00",1
70ce49d64e8c518d03ab266dfce7f331,Донецька обл.,Торецька,смт. Північне,вул. Пушкіна,"0,00",1
ba9abdbf54ce8f9acae0d7244993bec8,Донецька обл.,Торецька,смт. Північне,вул. Сонячна,"0,00",9
6de45a7cdd9f8302632d9c8834fc82af,Донецька обл.,Торецька,смт. Північне,вул. Соціальне містечко,"0,00",2
a370bef39260e6553826bb90a6106d9d,Донецька обл.,Торецька,смт. Північне,вул. Ширшова,"0,00",2
d1dd5a0b9828dd975944bc866b052fa9,Донецька обл.,Торецька,смт. Північне,вул. Юності,"0,00",20
952802901c94424b55be1bebaec20431,Донецька обл.,Торецька,смт. Щербинівка,вул. Привокзальна,"3081990,00",1
44789e04ac9a60b7dacff4fdc61cb228,Донецька обл.,Торецька,сщ. Валентинівка,вул. Валентинівка,"0,00",1
4489dc8dd8be5c3b82ccfa82b4aec206,Донецька обл.,Торецька,сщ. Валентинівка,вул. Дачна,"0,00",1
968be1e37ba4a0184fe74d42b35e4da7,Донецька обл.,Торецька,сщ. Валентинівка,вул. Лісна,"0,00",1
7a7b3825ddca2aea71b800b3f3abf7d3,Донецька обл.,Торецька,сщ. Дачне,вул. Дачна,"1493016,00",3
4191b16c4dff5efa8792b64cd3f1f624,Донецька обл.,Торецька,сщ. Дачне,вул. Сковороди Григорія,"0,00",9
b76c19aa817bb6dd7c96685aa6650ab7,Донецька обл.,Торецька,сщ. Дружба,вул. Вишнева,"0,00",3
e12ed6a7ab2f76b76955117e5157ca79,Донецька обл.,Торецька,сщ. Дружба,вул. Дальня,"0,00",11
a63586c825581ec681d69f3eaf028393,Донецька обл.,Торецька,сщ. Дружба,вул. Дружна,"0,00",10
6a321747a9d8c4e274add8694c2d9eee,Донецька обл.,Торецька,сщ. Дружба,вул. Залізнична,"0,00",1
eac5c594558337cf3999699bd2a5cc62,Донецька обл.,Торецька,сщ. Дружба,вул. Каденюка Леоніда,"0,00",8
4fe562988bf2e32026ff4125db2b4cb4,Донецька обл.,Торецька,сщ. Дружба,вул. Мазепи Івана,"0,00",7
7b496b41e79f9ba95aed5556b6bbc438,Донецька обл.,Торецька,сщ. Дружба,вул. Нестеренка,"0,00",1
81902fabf54f3c52b2dba8b92c282521,Донецька обл.,Торецька,сщ. Дружба,вул. Польова,"0,00",2
e75f08e9cd2b8722bc0805605d76ac06,Донецька обл.,Торецька,сщ. Дружба,вул. Садова,"0,00",8
7b0240559b52b0ce849609bbbd8864f8,Донецька обл.,Торецька,сщ. Дружба,вул. Святогірська,"0,00",1
2d0f050a93ca37539b79291e248882da,Донецька обл.,Торецька,сщ. Дружба,вул. Солов'їна,"0,00",4
9a0b105b10f865f6d89f476e916ca891,Донецька обл.,Торецька,сщ. Дружба,вул. Степова,"0,00",9
7469bd7da743b04b7a956deb1352eb31,Донецька обл.,Торецька,сщ. Дружба,вул. Чикаленка Євгена,"0,00",2
84b0343887d9b6dce5909b418d4590ef,Донецька обл.,Торецька,сщ. Дружба,пров. Космонавтів,"0,00",5
5a6a9389a1cad5c6946b9302f9ecd2d8,Донецька обл.,Торецька,сщ. Дружба,пров. Садовий,"0,00",2
1e8c60d0d2995a46fdeba75770176805,Донецька обл.,Торецька,сщ. Неліпівка,вул. Грушевського,"0,00",1
58c7be89484879ad7b81ea7d8d3e2071,Донецька обл.,Торецька,сщ. Новоспаське,вул. Берегова,"1962741,00",1
e8ee39ce6d542c022e0802724bcc290b,Донецька обл.,Торецька,сщ. Новоспаське,вул. Сонячна,"2416089,60",1
81eb336abe7261541dc70132e1ab0aff,Донецька обл.,Торецька,сщ. Нью-Йорк, Керамік квартал,"0,00",3
b7ffc4efd3aaa9141734b3605e251fce,Донецька обл.,Торецька,сщ. Нью-Йорк, Цілинний квартал,"0,00",1
da623d9ec5430941b2bcb89dbd0f8d67,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Армійська,"0,00",10
39401b28694993e186d2456a3a665ade,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Берегова,"0,00",4
55038749dff52bdfa89ed6d4d4024c94,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Волі,"0,00",1
6d16fb4dd432bb9e7e243e5eaa87f615,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Восьмого Березня,"0,00",3
1ba02df78098bc76b6f451f90db13671,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Героїв України,"0,00",117
1e3d0bb3930d4ab32ce845ebb04f9088,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Горлівська,"0,00",5
c1924fd981bb2bfde614a57c19631450,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Дружби,"0,00",4
f68b1ac80f0ac5ef2155b2a85028c1bf,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Заводська,"0,00",17
ef36f975f0ab58723c5cdd71486319ee,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Залізна,"0,00",11
ce2e814744f403691f37a941ee1c13ca,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Зарічна,"0,00",7
912e3e0b791fd87b13669236736e3ed8,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Квіткова,"0,00",28
ebe51a1088af713662d7c89edca61519,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Керамічна,"0,00",1
cd8ab95fe1e2a6e993ae79b5caf2f37e,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Київська,"0,00",7
3897ec4626f5dc95393b53487d3db75d,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Кобзаря,"0,00",64
40daec9a555fc563144fbb34df70b3a8,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Кобринської Наталії,"0,00",8
289887a6768ff76583afb07a9cd20d66,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Ковтуненко Валентини,"0,00",3
1cef7c3f7d29be0b73681910574c7ca9,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Козацька,"0,00",22
648604c90bd4f7fb9bdd9169a78e5588,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Крушельницької Соломії,"0,00",3
8521f5cba011cee2691389397dd363db,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Леонидівка,"0,00",1
ec4cc7d0581e065f5993b3d32871b1c7,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Лугова,"0,00",5
0c9a64ed327043d1e4da3cee8ad9ce3e,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Машинобудівельників,"0,00",1
752bb45911e1945a697c327a49010a31,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Межева,"0,00",5
92b58cbb273f2045a670d96020a5df01,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Миронівська,"0,00",8
404c867c201bf2d9046ca194662b48f5,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Молодіжна,"0,00",6
44515a093c3c7f032ed0ee09e8a727d0,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Нью-Йоркська,"0,00",1
1d6d8275c170b93a1cabd0c57e7393e1,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Озерського,"0,00",12
08d7e6d685048f4317de7cd323d698cc,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Олени Пчілки,"0,00",5
d7a97567a657a96ac868b42268d1a95d,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Павличко Соломії,"0,00",5
18a672601ae957f9daecff591c6f88d3,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Покровська,"0,00",20
4b92a5288593cd39f7d573ed766a015b,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Польова,"0,00",3
d8d0545e98870e3f521e4b774af91e53,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Поштова,"0,00",24
6f8b9e81b11b486579fc492db5bde8c3,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Ракетна,"0,00",9
1134004400397f28c13bbb05b5684044,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Робітнича,"0,00",4
5492e9a9fb239eb5808c521e16a3b6d3,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Садова,"0,00",5
969947b55ede03da664428ca5c92c7ad,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Слов'янська,"0,00",15
7ca5b4436b17a7e033c71a695a2afbb6,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Сорочинська,"0,00",1
e5ee4a3ee1aff3cf04c76f777e318d9d,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Спортивна,"0,00",2
4db1c5333d8eb61afec00a408fde47c7,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Степова,"0,00",2
09916615a78f495c61a55eb018d73179,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Фестивальна,"0,00",4
770857038314974108ceb763ec9cec48,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Франка,"0,00",6
79ec42e35205d3d42558918549cb4d5b,Донецька обл.,Торецька,сщ. Нью-Йорк,вул. Шкільна,"0,00",18
280a6c1c0f3adf4d4458cf87519063ed,Донецька обл.,Торецька,сщ. Нью-Йорк,Керамік квартал,"0,00",12
8321365e8c6ac945e5dd54d9ff2e91f0,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Вишневий,"0,00",2
c42a2e77289c0ac9cc7809dbdf06308e,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Волі,"0,00",2
1595788287e2eaabd6c89fea57607023,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Другий поштовий,"0,00",4
075e413a9ba837956b393942382955aa,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Зарічний,"0,00",2
54470f081e533b74c8ce0a37b8dc3008,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Миру,"0,00",1
5a4d13d74059f1cea66daa1946cf4545,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Набережний,"0,00",1
8d6ef6f7ef61c713882a79b2faf68746,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Низовий,"0,00",1
f9a5bdc2120a0bd58f8ef8d9d99550d2,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Нью-Йоркский,"0,00",4
e7da8c5d3afe7f40e62d281fe44af940,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Нью-Йоркський,"0,00",6
3850a6fd43f2e4fdb2519c34b625391e,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Перший поштовий,"0,00",6
458ce1d0ab50a1bd2048c7ca683fb7b8,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Профспілковий,"0,00",2
ed71a08e4a030e92ad5652242ec37e34,Донецька обл.,Торецька,сщ. Нью-Йорк,пров. Шкільний,"0,00",3
c18aa73618d37e329e440130a526a4c7,Донецька обл.,Торецька,сщ. Нью-Йорк,Цілинний квартал,"0,00",2
9e4b5928b8e52fdce2f9d6cccd2f4403,Донецька обл.,Торецька,сщ. Петрівка,вул. Зелена,"1895153,50",1
641b82b8594b24f49ed4604183618dd4,Донецька обл.,Торецька,сщ. Петрівка,вул. Польова,"1533007,50",1
8e415d20297340ecc6869ec3809478c2,Донецька обл.,Торецька,сщ. Петрівка,вул. Шахтарська,"0,00",1
6b2f1942cd7200d718990f83001b81ea,Донецька обл.,Торецька,сщ. Південне,вул. Харківська,"0,00",1
f749f313773db9b8b8e77be8f021a220,Донецька обл.,Торецька,сщ. Північне,вул. Кобзаря,"0,00",1
c8877d708c7e0602581c767b94553c68,Донецька обл.,Торецька,сщ. Північне,вул. Кримська,"0,00",1
5215758d9ca361f514d1ebade8acbbbe,Донецька обл.,Торецька,сщ. Північне,вул. Лугова,"0,00",1
8435ae1a92aba89bf218da98446b1012,Донецька обл.,Торецька,сщ. Північне,вул. Миролюбівська,"0,00",2
16abe331cc45d0e0030a612200171462,Донецька обл.,Торецька,сщ. Північне,вул. Нова,"0,00",2
39cc7db9f63907e0ae5970c74ff7835a,Донецька обл.,Торецька,сщ. Північне,вул. Парасочки Геннадія,"0,00",1
28b89e3f688a192aca61a7c3315af33c,Донецька обл.,Торецька,сщ. Північне,вул. Соціальне містечко,"0,00",1
613a3a30afbd6943a6ce7aa646aa5b8b,Донецька обл.,Торецька,сщ. Північне,вул. Щербинівська,"0,00",1
7fbb168329806e3ed28bf9cd51f02566,Донецька обл.,Торецька,сщ. Північне,вул. Юності,"0,00",2
e4dc36dc0eb0b4fc94eedf9c64cbcb24,Донецька обл.,Торецька,сщ. Суха Балка,вул. Миру,"2963691,85",5
8efa3d5eaf81c1bb68750d40c95a60cb,Донецька обл.,Торецька,сщ. Щербинівка,вул. Васильченка,"2519556,40",1
a2d59eab366dcaa8de247a147dea7bad,Донецька обл.,Торецька,сщ. Щербинівка,вул. Весняна,"1333882,80",1
e74a67e93cdae2326710244d77353a2c,Донецька обл.,Торецька,сщ. Щербинівка,вул. Вишнева,"0,00",1
c12700b80ec97e4e457117931e320b3f,Донецька обл.,Торецька,сщ. Щербинівка,вул. Дружби,"3260421,00",2
970d14a316af6185acd3e449f5970039,Донецька обл.,Торецька,сщ. Щербинівка,вул. Зарічна,"1908671,00",2
3d4d261744fd10331465230b6586a47d,Донецька обл.,Торецька,сщ. Щербинівка,вул. Миру,"1243610,00",2
781084a229863fea927f57b75046c656,Донецька обл.,Торецька,сщ. Щербинівка,вул. Пилипенка,"3034801,80",2
324676d110160651d8590f37c938c506,Донецька обл.,Торецька,сщ. Щербинівка,вул. Привокзальна,"4502204,00",4
84000b9456590d291fcb3e21ae9c130d,Донецька обл.,Торецька,сщ. Щербинівка,вул. Центральна,"11635008,96",8
c3f7618da0d449692db17add058f53a6,Донецька обл.,Удачненська,с. Калинівка,вул. Центральна,"0,00",1
83c0731bbd519e2582f403e7c0e01851,Донецька обл.,Удачненська,с. Молодецьке,вул. без назви,"0,00",1
f0f0c4ade5f357ba1027c8d954de374a,Донецька обл.,Удачненська,с. Молодецьке,вул. Центральна,"2479857,60",4
2834e0583e181656613e1b102b3b9ba2,Донецька обл.,Удачненська,с. Муравка,вул. Центральна,"1162419,60",3
e86da9faac76ee867a43aed07c94aae4,Донецька обл.,Удачненська,с. Муравка,вул. Шкільна,"0,00",3
350094c9770b7282c615c60753cacb68,Донецька обл.,Удачненська,с. Новомиколаївка,вул. Зарічна,"1340936,00",2
729116729fd28e7a440afca86b346107,Донецька обл.,Удачненська,с. Новомиколаївка,вул. Сонячна,"5788103,10",4
505effc69eba08aecd8fdf20454274b1,Донецька обл.,Удачненська,с. Новосергіївка,вул. Центральна,"15001294,20",12
b9c389096d46f5627831baa34aa4acd9,Донецька обл.,Удачненська,"с. Сергіївка, Удачненська ТГ",вул. Лікарняна,"2066227,50",5
